,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Gender
4592,West Gear,1128299,2020-07-25,West,Washington,Seattle,Men's Street Footwear,54.0,162,8748.0,3849.12,0.44,Online,Men
4593,West Gear,1128299,2020-07-26,West,Washington,Seattle,Men's Athletic Footwear,60.0,188,11280.0,4173.6,0.37,Online,Men
4594,West Gear,1128299,2020-07-27,West,Washington,Seattle,Women's Street Footwear,54.0,124,6696.0,2477.52,0.37,Online,Women
4595,West Gear,1128299,2020-07-28,West,Washington,Seattle,Women's Athletic Footwear,69.0,117,8073.0,3471.39,0.43,Online,Women
4596,West Gear,1128299,2020-07-29,West,Washington,Seattle,Men's Apparel,85.0,115,9775.0,3910.0,0.4,Online,Men
4597,West Gear,1128299,2020-07-30,West,Washington,Seattle,Women's Apparel,88.0,138,12144.0,3764.64,0.31,Online,Women
4598,West Gear,1128299,2020-07-31,West,Washington,Seattle,Men's Street Footwear,78.0,188,14664.0,5865.6,0.4,Online,Men
4599,West Gear,1128299,2020-08-01,West,Washington,Seattle,Men's Athletic Footwear,77.0,195,15015.0,5705.7,0.38,Online,Men
4600,West Gear,1128299,2020-08-02,West,Washington,Seattle,Women's Street Footwear,73.0,138,10074.0,3928.86,0.39,Online,Women
4601,West Gear,1128299,2020-08-03,West,Washington,Seattle,Women's Athletic Footwear,76.0,138,10488.0,4509.84,0.43,Online,Women
4602,West Gear,1128299,2020-08-04,West,Washington,Seattle,Men's Apparel,82.0,133,10906.0,4144.28,0.38,Online,Men
4603,West Gear,1128299,2020-08-05,West,Washington,Seattle,Women's Apparel,86.0,150,12900.0,4386.0,0.34,Online,Women
4604,Foot Locker,1185732,2020-08-06,West,Washington,Seattle,Men's Street Footwear,44.0,273,12012.0,6606.6,0.55,Online,Men
4605,Foot Locker,1185732,2020-08-07,West,Washington,Seattle,Men's Athletic Footwear,41.0,221,9061.0,4439.89,0.49,Online,Men
4606,Foot Locker,1185732,2020-08-08,West,Washington,Seattle,Women's Street Footwear,34.0,230,7820.0,3049.8,0.39,Online,Women
4607,Foot Locker,1185732,2020-08-09,West,Washington,Seattle,Women's Athletic Footwear,38.0,175,6650.0,2660.0,0.4,Online,Women
4608,Foot Locker,1185732,2020-08-10,Southeast,Florida,Miami,Men's Apparel,50.0,195,9750.0,4875.0,0.5,Online,Men
4609,Foot Locker,1185732,2020-08-11,Southeast,Florida,Miami,Women's Apparel,41.0,247,10127.0,6278.74,0.62,Online,Women
4610,Foot Locker,1185732,2020-08-12,Southeast,Florida,Miami,Men's Street Footwear,43.0,319,13717.0,7818.69,0.5700000000000001,Online,Men
4611,Foot Locker,1185732,2020-08-13,Southeast,Florida,Miami,Men's Athletic Footwear,43.0,195,8385.0,4108.65,0.49,Online,Men
4612,Foot Locker,1185732,2020-08-14,Southeast,Florida,Miami,Women's Street Footwear,32.0,240,7680.0,2918.4,0.38,Online,Women
4613,West Gear,1185732,2020-08-15,Southeast,Florida,Miami,Women's Athletic Footwear,38.0,169,6422.0,2825.68,0.44,Online,Women
4614,Foot Locker,1185732,2020-08-16,Southeast,Florida,Miami,Men's Apparel,53.0,218,11554.0,5545.92,0.48,Online,Men
4615,Foot Locker,1185732,2020-08-17,Southeast,Florida,Miami,Women's Apparel,41.0,221,9061.0,5889.650000000001,0.65,Online,Women
4616,Foot Locker,1185732,2020-08-18,Southeast,Florida,Miami,Men's Street Footwear,41.0,268,10988.0,6592.8,0.6,Online,Men
4617,Foot Locker,1185732,2020-08-19,Southeast,Florida,Miami,Men's Athletic Footwear,42.0,225,9450.0,4536.0,0.48,Online,Men
4618,Foot Locker,1185732,2020-08-20,Southeast,Florida,Miami,Women's Street Footwear,32.0,217,6944.0,2430.4,0.35,Online,Women
4619,Foot Locker,1185732,2020-08-21,Southeast,Florida,Miami,Women's Athletic Footwear,36.0,175,6300.0,2520.0,0.4,Online,Women
4620,Foot Locker,1185732,2020-08-22,Southeast,Florida,Miami,Men's Apparel,53.0,182,9646.0,4437.16,0.4599999999999999,Online,Men
4621,Foot Locker,1185732,2020-08-23,Southeast,Florida,Miami,Women's Apparel,42.0,225,9450.0,6048.0,0.64,Online,Women
4622,Foot Locker,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,42.0,256,10752.0,6236.160000000001,0.5800000000000001,Online,Men
4623,Foot Locker,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,41.0,210,8610.0,4305.0,0.5,Online,Men
4624,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,32.0,203,6496.0,2598.4,0.4,Online,Women
4625,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Athletic Footwear,38.0,189,7182.0,3231.9,0.4499999999999999,Online,Women
4626,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Apparel,52.0,196,10192.0,4586.4,0.4499999999999999,Online,Men
4627,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Apparel,44.0,208,9152.0,5491.2,0.6,Online,Women
4628,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,52.0,300,15600.0,8736.0,0.56,Online,Men
4629,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,54.0,194,10476.0,5238.0,0.5,Online,Men
4630,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,47.0,188,8836.0,3269.32,0.37,Online,Women
4631,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Athletic Footwear,49.0,175,8575.0,3687.25,0.43,Online,Women
4632,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Apparel,58.0,196,11368.0,5342.96,0.47,Online,Men
4633,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Apparel,64.0,248,15872.0,10158.08,0.64,Online,Women
4634,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,55.0,290,15950.0,9410.500000000002,0.5900000000000001,Online,Men
4635,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,54.0,206,11124.0,5450.76,0.49,Online,Men
4636,West Gear,1185732,2020-09-07,Southeast,Florida,Miami,Women's Street Footwear,49.0,208,10192.0,3567.2,0.35,Online,Women
4637,West Gear,1185732,2020-09-08,Southeast,Florida,Miami,Women's Athletic Footwear,47.0,217,10199.0,4079.6,0.4,Online,Women
4638,West Gear,1185732,2020-09-09,Southeast,Florida,Miami,Men's Apparel,62.0,233,14446.0,7078.54,0.49,Online,Men
4639,West Gear,1185732,2020-09-10,Southeast,Florida,Miami,Women's Apparel,63.0,259,16317.0,10606.05,0.65,Online,Women
4640,West Gear,1185732,2020-09-11,Southeast,Florida,Miami,Men's Street Footwear,60.0,299,17940.0,10764.0,0.6,Online,Men
4641,West Gear,1185732,2020-09-12,Southeast,Florida,Miami,Men's Athletic Footwear,57.0,225,12825.0,5899.499999999999,0.4599999999999999,Online,Men
4642,West Gear,1185732,2020-09-13,Southeast,Florida,Miami,Women's Street Footwear,50.0,215,10750.0,3977.5,0.37,Online,Women
4643,West Gear,1185732,2020-09-14,Southeast,Florida,Miami,Women's Athletic Footwear,53.0,233,12349.0,5310.07,0.43,Online,Women
4644,West Gear,1185732,2020-09-15,Southeast,Florida,Miami,Men's Apparel,61.0,208,12688.0,6217.12,0.49,Online,Men
4645,West Gear,1185732,2020-09-16,Southeast,Florida,Miami,Women's Apparel,67.0,244,16348.0,10626.2,0.65,Online,Women
4646,West Gear,1185732,2020-09-17,Southeast,Florida,Miami,Men's Street Footwear,60.0,304,18240.0,10396.8,0.5700000000000001,Online,Men
4647,West Gear,1185732,2020-09-18,Southeast,Florida,Miami,Men's Athletic Footwear,55.0,252,13860.0,6236.999999999999,0.4499999999999999,Online,Men
4648,West Gear,1185732,2020-09-19,Southeast,Florida,Miami,Women's Street Footwear,53.0,231,12243.0,4529.91,0.37,Online,Women
4649,Foot Locker,1185732,2020-09-20,Southeast,Florida,Miami,Women's Athletic Footwear,44.0,233,10252.0,4100.8,0.4,Online,Women
4650,Foot Locker,1185732,2020-09-21,Southeast,Florida,Miami,Men's Apparel,52.0,225,11700.0,5264.999999999999,0.4499999999999999,Online,Men
4651,Foot Locker,1185732,2020-09-22,Southeast,Florida,Miami,Women's Apparel,56.0,278,15568.0,9496.48,0.61,Online,Women
4652,Foot Locker,1185732,2020-09-23,Southeast,Florida,Miami,Men's Street Footwear,53.0,284,15052.0,8278.6,0.55,Online,Men
4653,Foot Locker,1185732,2020-09-24,Southeast,Florida,Miami,Men's Athletic Footwear,46.0,255,11730.0,5278.499999999999,0.4499999999999999,Online,Men
4654,Sports Direct,1185732,2020-09-25,Southeast,Florida,Miami,Women's Street Footwear,41.0,225,9225.0,3413.25,0.37,Online,Women
4655,Sports Direct,1185732,2020-09-26,Southeast,Florida,Miami,Women's Athletic Footwear,42.0,210,8820.0,3792.6,0.43,Online,Women
4656,Sports Direct,1185732,2020-09-27,Southeast,Florida,Miami,Men's Apparel,50.0,210,10500.0,5250.0,0.5,Online,Men
4657,Sports Direct,1185732,2020-09-28,Southeast,Florida,Miami,Women's Apparel,55.0,223,12265.0,7726.95,0.63,Online,Women
4658,Sports Direct,1185732,2020-09-29,Southeast,Florida,Miami,Men's Street Footwear,56.0,270,15120.0,9072.0,0.6,Online,Men
4659,Sports Direct,1185732,2020-09-30,Southeast,Florida,Miami,Men's Athletic Footwear,47.0,215,10105.0,4547.25,0.4499999999999999,Online,Men
4660,Sports Direct,1185732,2020-10-01,Southeast,Florida,Miami,Women's Street Footwear,47.0,203,9541.0,3720.99,0.39,Online,Women
4661,Sports Direct,1185732,2020-10-02,Southeast,Florida,Miami,Women's Athletic Footwear,45.0,182,8190.0,3603.6,0.44,Online,Women
4662,Sports Direct,1185732,2020-10-03,Southeast,Florida,Miami,Men's Apparel,57.0,189,10773.0,5386.5,0.5,Online,Men
4663,Sports Direct,1185732,2020-10-04,Southeast,Florida,Miami,Women's Apparel,59.0,223,13157.0,8552.050000000001,0.65,Online,Women
4664,Sports Direct,1185732,2020-10-05,Southeast,Florida,Miami,Men's Street Footwear,56.0,244,13664.0,7925.120000000001,0.5800000000000001,Online,Men
4665,Sports Direct,1185732,2020-10-06,Southeast,Florida,Miami,Men's Athletic Footwear,49.0,224,10976.0,5268.48,0.48,Online,Men
4666,Sports Direct,1185732,2020-10-07,Southeast,Florida,Miami,Women's Street Footwear,46.0,224,10304.0,3812.48,0.37,Online,Women
4667,Sports Direct,1185732,2020-10-08,Southeast,Florida,Miami,Women's Athletic Footwear,49.0,202,9898.0,4355.12,0.44,Online,Women
4668,Sports Direct,1185732,2020-10-09,Southeast,Florida,Miami,Men's Apparel,64.0,195,12480.0,6240.0,0.5,Online,Men
4669,Sports Direct,1185732,2020-10-10,Southeast,Florida,Miami,Women's Apparel,64.0,213,13632.0,8179.2,0.6,Online,Women
4670,Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Men's Street Footwear,63.0,323,20349.0,11395.44,0.56,Online,Men
4671,Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Men's Athletic Footwear,51.0,254,12954.0,6088.38,0.47,Online,Men
4672,Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Women's Street Footwear,52.0,248,12896.0,4771.52,0.37,Online,Women
4673,Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Women's Athletic Footwear,54.0,209,11286.0,4852.98,0.43,Online,Women
4674,Foot Locker,1185732,2020-05-24,Southeast,Florida,Miami,Men's Apparel,60.0,202,12120.0,5938.8,0.49,Online,Men
4675,Foot Locker,1185732,2020-05-24,Southeast,Florida,Miami,Women's Apparel,64.0,219,14016.0,8830.08,0.63,Online,Women
4676,Foot Locker,1185732,2020-10-17,Southeast,Florida,Miami,Men's Street Footwear,33.0,131,4323.0,1945.3500000000004,0.45,Online,Men
4677,Foot Locker,1185732,2020-10-18,Southeast,Florida,Miami,Men's Athletic Footwear,33.0,65,2145.0,858.0,0.4,Online,Men
4678,Foot Locker,1185732,2020-10-19,Southeast,Florida,Miami,Women's Street Footwear,24.0,63,1512.0,665.28,0.44,Online,Women
4679,Foot Locker,1185732,2020-10-20,Southeast,Florida,Miami,Women's Athletic Footwear,29.0,26,754.0,339.30000000000007,0.45,Online,Women
4680,Foot Locker,1185732,2020-10-21,Midwest,Minnesota,Minneapolis,Men's Apparel,43.0,39,1677.0,754.65,0.4499999999999999,Online,Men
4681,Foot Locker,1185732,2020-10-22,Midwest,Minnesota,Minneapolis,Women's Apparel,32.0,65,2080.0,1164.8000000000002,0.56,Online,Women
4682,Foot Locker,1185732,2020-10-23,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32.0,135,4320.0,1944.0,0.45,Online,Men
4683,Foot Locker,1185732,2020-10-24,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,34.0,38,1292.0,581.4,0.4499999999999999,Online,Men
4684,Foot Locker,1185732,2020-10-25,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25.0,56,1400.0,588.0,0.42,Online,Women
4685,Foot Locker,1185732,2020-10-26,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,27.0,20,540.0,253.8,0.47,Online,Women
4686,Foot Locker,1185732,2020-10-27,Midwest,Minnesota,Minneapolis,Men's Apparel,41.0,44,1804.0,739.64,0.41,Online,Men
4687,Foot Locker,1185732,2020-10-28,Midwest,Minnesota,Minneapolis,Women's Apparel,34.0,65,2210.0,1215.5,0.55,Online,Women
4688,Foot Locker,1185732,2020-10-29,Midwest,Minnesota,Minneapolis,Men's Street Footwear,39.0,116,4524.0,2262.0,0.5,Online,Men
4689,Foot Locker,1185732,2020-10-30,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.0,35,1330.0,532.0,0.4,Online,Men
4690,Foot Locker,1185732,2020-10-31,Midwest,Minnesota,Minneapolis,Women's Street Footwear,29.0,53,1537.0,691.65,0.4499999999999999,Online,Women
4691,Foot Locker,1185732,2020-11-01,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32.0,7,224.0,112.0,0.5,Online,Women
4692,Foot Locker,1185732,2020-11-02,Midwest,Minnesota,Minneapolis,Men's Apparel,47.0,19,893.0,375.06,0.42,Online,Men
4693,Foot Locker,1185732,2020-11-03,Midwest,Minnesota,Minneapolis,Women's Apparel,38.0,47,1786.0,982.3,0.55,Online,Women
4694,Foot Locker,1185732,2020-11-04,Midwest,Minnesota,Minneapolis,Men's Street Footwear,36.0,120,4320.0,2030.4,0.47,Online,Men
4695,Foot Locker,1185732,2020-11-05,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.0,28,1064.0,446.88,0.42,Online,Men
4696,Foot Locker,1185732,2020-11-06,Midwest,Minnesota,Minneapolis,Women's Street Footwear,29.0,26,754.0,331.76,0.44,Online,Women
4697,Foot Locker,1185732,2020-11-07,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32.0,7,224.0,112.0,0.5,Online,Women
4698,Foot Locker,1185732,2020-11-08,Midwest,Minnesota,Minneapolis,Men's Apparel,47.0,14,658.0,263.2,0.4,Online,Men
4699,Foot Locker,1185732,2020-11-09,Midwest,Minnesota,Minneapolis,Women's Apparel,36.0,53,1908.0,1144.8,0.6,Online,Women
4700,Foot Locker,1185732,2020-11-10,Midwest,Minnesota,Minneapolis,Men's Street Footwear,48.0,116,5568.0,2616.96,0.47,Online,Men
4701,Foot Locker,1185732,2020-11-11,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,44.0,44,1936.0,793.76,0.41,Online,Men
4702,Foot Locker,1185732,2020-11-12,Midwest,Minnesota,Minneapolis,Women's Street Footwear,37.0,38,1406.0,618.64,0.44,Online,Women
4703,Foot Locker,1185732,2020-11-13,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,36.0,13,468.0,229.32,0.49,Online,Women
4704,Foot Locker,1185732,2020-11-14,Midwest,Minnesota,Minneapolis,Men's Apparel,50.0,20,1000.0,410.0,0.41,Online,Men
4705,Foot Locker,1185732,2020-11-15,Midwest,Minnesota,Minneapolis,Women's Apparel,58.0,51,2958.0,1745.2200000000005,0.5900000000000001,Online,Women
4706,Foot Locker,1185732,2020-11-16,Midwest,Minnesota,Minneapolis,Men's Street Footwear,44.0,106,4664.0,2285.36,0.49,Online,Men
4707,Foot Locker,1185732,2020-11-17,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.0,49,1862.0,763.42,0.41,Online,Men
4708,Foot Locker,1185732,2020-11-18,Midwest,Minnesota,Minneapolis,Women's Street Footwear,33.0,47,1551.0,697.9499999999999,0.4499999999999999,Online,Women
4709,Foot Locker,1185732,2020-11-19,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32.0,45,1440.0,676.8000000000001,0.47,Online,Women
4710,Foot Locker,1185732,2020-11-20,Midwest,Minnesota,Minneapolis,Men's Apparel,49.0,45,2205.0,926.1,0.42,Online,Men
4711,Foot Locker,1185732,2020-11-21,Midwest,Minnesota,Minneapolis,Women's Apparel,53.0,81,4293.0,2404.0800000000004,0.56,Online,Women
4712,Foot Locker,1185732,2020-11-22,Midwest,Minnesota,Minneapolis,Men's Street Footwear,49.0,160,7840.0,3684.8,0.47,Online,Men
4713,Foot Locker,1185732,2020-11-23,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,42.0,75,3150.0,1417.4999999999998,0.4499999999999999,Online,Men
4714,Foot Locker,1185732,2020-11-24,Midwest,Minnesota,Minneapolis,Women's Street Footwear,36.0,63,2268.0,952.56,0.42,Online,Women
4715,Foot Locker,1185732,2020-11-25,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,38.0,51,1938.0,930.24,0.48,Online,Women
4716,Foot Locker,1185732,2020-11-26,Midwest,Minnesota,Minneapolis,Men's Apparel,49.0,58,2842.0,1165.22,0.41,Online,Men
4717,Foot Locker,1185732,2020-11-27,Midwest,Minnesota,Minneapolis,Women's Apparel,54.0,98,5292.0,2910.6000000000004,0.55,Online,Women
4718,Foot Locker,1185732,2020-11-28,Midwest,Minnesota,Minneapolis,Men's Street Footwear,47.0,137,6439.0,3026.3300000000004,0.47,Online,Men
4719,Foot Locker,1185732,2020-11-29,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,43.0,87,3741.0,1533.81,0.41,Online,Men
4720,Foot Locker,1185732,2020-11-30,Midwest,Minnesota,Minneapolis,Women's Street Footwear,37.0,68,2516.0,1006.4,0.4,Online,Women
4721,Foot Locker,1185732,2020-12-01,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,33.0,47,1551.0,759.9900000000001,0.49,Online,Women
4722,Foot Locker,1185732,2020-12-02,Midwest,Minnesota,Minneapolis,Men's Apparel,42.0,42,1764.0,723.24,0.41,Online,Men
4723,Foot Locker,1185732,2020-12-03,Midwest,Minnesota,Minneapolis,Women's Apparel,46.0,88,4048.0,2307.36,0.5700000000000001,Online,Women
4724,Foot Locker,1185732,2020-12-04,Midwest,Minnesota,Minneapolis,Men's Street Footwear,43.0,113,4859.0,2332.32,0.48,Online,Men
4725,Foot Locker,1185732,2020-12-05,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,37.0,73,2701.0,1215.4499999999998,0.4499999999999999,Online,Men
4726,Foot Locker,1185732,2020-12-06,Midwest,Minnesota,Minneapolis,Women's Street Footwear,24.0,41,984.0,393.6,0.4,Online,Women
4727,Foot Locker,1185732,2020-12-07,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,24.0,31,744.0,342.24,0.46,Online,Women
4728,Foot Locker,1185732,2020-12-08,Midwest,Minnesota,Minneapolis,Men's Apparel,32.0,34,1088.0,478.72,0.44,Online,Men
4729,Foot Locker,1185732,2020-12-09,Midwest,Minnesota,Minneapolis,Women's Apparel,39.0,52,2028.0,1155.96,0.5700000000000001,Online,Women
4730,Foot Locker,1185732,2020-12-10,Midwest,Minnesota,Minneapolis,Men's Street Footwear,41.0,98,4018.0,1888.46,0.47,Online,Men
4731,Foot Locker,1185732,2020-12-11,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,34.0,58,1972.0,847.96,0.43,Online,Men
4732,Foot Locker,1185732,2020-12-12,Midwest,Minnesota,Minneapolis,Women's Street Footwear,32.0,25,800.0,336.0,0.42,Online,Women
4733,Foot Locker,1185732,2020-12-13,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32.0,21,672.0,309.12,0.46,Online,Women
4734,Foot Locker,1185732,2020-12-14,Midwest,Minnesota,Minneapolis,Men's Apparel,41.0,19,779.0,327.18,0.42,Online,Men
4735,Foot Locker,1185732,2020-12-15,Midwest,Minnesota,Minneapolis,Women's Apparel,49.0,60,2940.0,1764.0,0.6,Online,Women
4736,Foot Locker,1185732,2020-12-16,Midwest,Minnesota,Minneapolis,Men's Street Footwear,46.0,91,4186.0,1967.42,0.47,Online,Men
4737,Foot Locker,1185732,2020-12-17,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.0,52,1976.0,790.4000000000001,0.4,Online,Men
4738,Foot Locker,1185732,2020-12-18,Midwest,Minnesota,Minneapolis,Women's Street Footwear,36.0,38,1368.0,547.2,0.4,Online,Women
4739,Foot Locker,1185732,2020-12-19,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,38.0,45,1710.0,837.9000000000001,0.49,Online,Women
4740,Foot Locker,1185732,2020-12-20,Midwest,Minnesota,Minneapolis,Men's Apparel,52.0,34,1768.0,742.56,0.42,Online,Men
4741,Foot Locker,1185732,2020-12-21,Midwest,Minnesota,Minneapolis,Women's Apparel,59.0,61,3599.0,2159.4,0.6,Online,Women
4742,Foot Locker,1185732,2020-12-22,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50.0,124,6200.0,3100.0,0.5,Online,Men
4743,Foot Locker,1185732,2020-12-23,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,42.0,77,3234.0,1455.3,0.4499999999999999,Online,Men
4744,Foot Locker,1185732,2020-12-24,Midwest,Minnesota,Minneapolis,Women's Street Footwear,44.0,56,2464.0,1010.24,0.41,Online,Women
4745,Foot Locker,1185732,2020-12-25,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44.0,49,2156.0,1056.44,0.49,Online,Women
4746,Foot Locker,1185732,2020-12-26,Midwest,Minnesota,Minneapolis,Men's Apparel,54.0,44,2376.0,974.16,0.41,Online,Men
4747,Foot Locker,1185732,2020-12-27,Midwest,Minnesota,Minneapolis,Women's Apparel,54.0,77,4158.0,2370.0600000000004,0.5700000000000001,Online,Women
4748,Kohl's,1189833,2020-12-28,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32.0,119,3808.0,2208.6400000000003,0.5800000000000001,Online,Men
4749,Kohl's,1189833,2020-12-29,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,43.0,128,5504.0,2311.68,0.42,Online,Men
4750,Kohl's,1189833,2020-12-30,Midwest,Minnesota,Minneapolis,Women's Street Footwear,41.0,119,4879.0,2878.6100000000006,0.5900000000000001,Online,Women
4751,Kohl's,1189833,2020-12-31,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44.0,98,4312.0,2242.24,0.52,Online,Women
4752,Kohl's,1189833,2021-01-01,Midwest,Montana,Billings,Men's Apparel,47.0,77,3619.0,2714.2500000000005,0.7500000000000001,Online,Men
4753,Kohl's,1189833,2021-01-02,Midwest,Montana,Billings,Women's Apparel,43.0,138,5934.0,2314.26,0.39,Online,Women
4754,Kohl's,1189833,2021-01-03,Midwest,Montana,Billings,Men's Street Footwear,34.0,158,5372.0,3062.0400000000004,0.5700000000000001,Online,Men
4755,Kohl's,1189833,2021-01-04,Midwest,Montana,Billings,Men's Athletic Footwear,42.0,123,5166.0,2324.7,0.4499999999999999,Online,Men
4756,Kohl's,1189833,2021-01-05,Midwest,Montana,Billings,Women's Street Footwear,43.0,122,5246.0,2990.2200000000003,0.5700000000000001,Online,Women
4757,Kohl's,1189833,2021-01-06,Midwest,Montana,Billings,Women's Athletic Footwear,44.0,81,3564.0,1960.2,0.5499999999999999,Online,Women
4758,Kohl's,1189833,2021-01-07,Midwest,Montana,Billings,Men's Apparel,48.0,59,2832.0,2039.04,0.7200000000000001,Online,Men
4759,Kohl's,1189833,2021-01-08,Midwest,Montana,Billings,Women's Apparel,43.0,119,5117.0,1893.29,0.37,Online,Women
4760,Kohl's,1189833,2021-01-09,Midwest,Montana,Billings,Men's Street Footwear,32.0,173,5536.0,3044.8,0.55,Online,Men
4761,Kohl's,1189833,2021-01-10,Midwest,Montana,Billings,Men's Athletic Footwear,41.0,115,4715.0,1933.15,0.41,Online,Men
4762,Kohl's,1189833,2021-01-11,Midwest,Montana,Billings,Women's Street Footwear,42.0,128,5376.0,3064.32,0.5700000000000001,Online,Women
4763,Kohl's,1189833,2021-01-12,Midwest,Montana,Billings,Women's Athletic Footwear,44.0,91,4004.0,2122.12,0.53,Online,Women
4764,Kohl's,1189833,2021-01-13,Midwest,Montana,Billings,Men's Apparel,48.0,60,2880.0,2044.8,0.7100000000000001,Online,Men
4765,Kohl's,1189833,2021-01-14,Midwest,Montana,Billings,Women's Apparel,42.0,112,4704.0,1834.56,0.39,Online,Women
4766,Kohl's,1189833,2021-01-15,Midwest,Montana,Billings,Men's Street Footwear,44.0,161,7084.0,4179.56,0.5900000000000001,Online,Men
4767,Kohl's,1189833,2021-01-16,Midwest,Montana,Billings,Men's Athletic Footwear,43.0,101,4343.0,1954.35,0.4499999999999999,Online,Men
4768,Kohl's,1189833,2021-01-17,Midwest,Montana,Billings,Women's Street Footwear,44.0,120,5280.0,3168.0,0.6,Online,Women
4769,Kohl's,1189833,2021-01-18,Midwest,Montana,Billings,Women's Athletic Footwear,36.0,78,2808.0,1404.0,0.5,Online,Women
4770,Kohl's,1189833,2021-01-19,Midwest,Montana,Billings,Men's Apparel,44.0,56,2464.0,1823.3600000000004,0.7400000000000001,Online,Men
4771,Kohl's,1189833,2021-01-20,Midwest,Montana,Billings,Women's Apparel,55.0,101,5555.0,2166.4500000000003,0.39,Online,Women
4772,Kohl's,1189833,2021-01-21,Midwest,Montana,Billings,Men's Street Footwear,39.0,150,5850.0,3334.5000000000005,0.5700000000000001,Online,Men
4773,Kohl's,1189833,2021-01-22,Midwest,Montana,Billings,Men's Athletic Footwear,41.0,106,4346.0,1912.24,0.44,Online,Men
4774,Kohl's,1189833,2021-01-23,Midwest,Montana,Billings,Women's Street Footwear,44.0,111,4884.0,2686.2000000000003,0.55,Online,Women
4775,Kohl's,1189833,2021-01-24,Midwest,Montana,Billings,Women's Athletic Footwear,38.0,88,3344.0,1772.3200000000002,0.53,Online,Women
4776,Kohl's,1189833,2021-01-25,Midwest,Montana,Billings,Men's Apparel,41.0,61,2501.0,1850.74,0.7400000000000001,Online,Men
4777,Kohl's,1189833,2021-01-26,Midwest,Montana,Billings,Women's Apparel,59.0,108,6372.0,2421.36,0.38,Online,Women
4778,Kohl's,1189833,2021-01-27,Midwest,Montana,Billings,Men's Street Footwear,36.0,169,6084.0,3589.5600000000004,0.5900000000000001,Online,Men
4779,Kohl's,1189833,2021-01-28,Midwest,Montana,Billings,Men's Athletic Footwear,42.0,147,6174.0,2531.34,0.41,Online,Men
4780,Kohl's,1189833,2021-01-29,Midwest,Montana,Billings,Women's Street Footwear,44.0,165,7260.0,3993.000000000001,0.55,Online,Women
4781,Kohl's,1189833,2021-01-30,Midwest,Montana,Billings,Women's Athletic Footwear,38.0,106,4028.0,2134.84,0.53,Online,Women
4782,Kohl's,1189833,2021-01-31,Midwest,Montana,Billings,Men's Apparel,41.0,75,3075.0,2275.5000000000005,0.7400000000000001,Online,Men
